Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
"d/f+1+2, 2","l (TC), m","16,27",26,-13,0?,=+k,-,
"d/f+1, 2","m, h","14,",13,-4,=+13kg,SCD,-,Tail spin
"d/f+1, 4","m, m","14,17",13,-14?,=+4?,=+,-,
d/f+2,m,17,15,-7~-6,Launch (JG?)(+4a),Launch (JG?),-,
d/f+3,m,13,17,-4~-3,=+4~+5,=+4~+5,-,
"d/f+3, 1","m, m","13,27",17,-9~-8?,=+3~+4?s,KND,-,
"d/f+3, 1* (Cancel)","m, !","13,27～",17,0~+1 OC,0~+1 OC,KND,-,
d/f+4,m,20,12,-9,=+4,=+4,-,
DGF 1,!,20,30,0s,0s,0s,-,
DGF 1+2,(Special) (TJ)(FLE),,0,,,,-,
DGF 2,h (TJ)(DGF),20,16,=+4~+5,Launch (JG?),Launch (JG?),-,
DGF 3,l (TC),24,22,-14,=+5?s,KND,-,
DGF 3+4,"h!, ( (Sky))(throw)","22,18",20,Throw,Throw,Throw,-,
DGF 4,m (TJ),33,19,-6~-5?,=+13k,SCD,-,Tail spin
DGF b or f,(Special) (TJ),,0,,,,-,
DGF d+3+4,(Special) (TC)(IND),,0,,,,-,
DGF d/b or d or d/f (Cancel),(DGF),,0,,,,-,
DGF f+2,h(DGF),,18,-?,KND,SCD,-,"Homing, Tail spin"
f+1,h,9,10,=+1,=+8,=+8,-,
f+1+2,m,29,17,-8?~-7,KND,KND,-,
f+2,h,24,17,-4,=+13kg,SCD,-,Tail spin
f+2,h,24,17,-4,=+k,SCD,-,Tail spin
"f+2, d/b+2","h, m","24,10",17,-5~-4,=+6~+7,=+6~+7,-,
"f+2, D/B+2, 2","h, m, m","24,10,9",17,-9~-8,=+2~+3,=+2~+3,-,
"f+2, D/B+2, 2, 2","h, m, m, m","24,10,9,8",17,-9~-8,=+2~+3,=+2~+3,-,
"f+2, D/B+2, 2, 2, 2","h, m, m, m, m","24,10,9,8,6",17,-9~-8,=+2~+3,=+2~+3,-,
"f+2, D/B+2, 2, 2, 2, 2","h, m, m, m, m, m","24,10,9,8,6,5",17,-9~-8,=+2~+3,=+2~+3,-,
"f+2, D/B+2, 2, 2, 2, 2, 2","h, m, m, m, m, m, m","24,10,9,8,6,5,
4",17,-49~-46,-38~-35,-38~-35,-,
f+3,h,32,16,-10,KND,KND,-,"Homing, Tail spin"
f+3+4,"m(, (Special))(FLE)",27(35),21,-14~-10?,KND,KND,-,Power crush
"f+3+4, b",(Special),,0,,,,-,Power crush
"f+3, 3","h, l (TC)","32,21",16,-20,KND,KND,-,
"f+3, 3, d+3+4","h, l (TC), (IND)","32,21",16,-35,KND,KND?,-,
"f+3, 4","h, m","32,27",16,-6,Launch,Launch,-,
f+4,m,33,18,-9,KND,KND,-,
"f, F+1",h,9,10,=+1,=+8,=+8,-,
"f, F+1+2",m,29,22,-8~-6,=+3~+5 OC,=+3~+5 OC,-,
"f, F+1+4",!,81,45,CS,CS,CS,-,
"f, F+1+4, f, F","!, !","81,249",45,CS,CS,CS,-,
"f, F+1+4, n",(Special),,0,,,,-,
"f, F+2",m,24,15,-10,=+3(Throw),=+?(Throw),-,
"f, F+2 Hit in front1+2",m((throw)),"24,20(6,7,7)?",15,,,CS,-,
"f, F+3",m,33,23,-5,=+4,CS 12,-,
"f, F+3+4",m (TJ),20,22,-20~-18,-9~-7 OC,-9~-7 OC,-,
"f, F+3+4, 1+2","m (TJ), m (TJ)","20,20",22,-31~-25,KND,KND,-,
"f, F+3+4, 1+2, 3+4","m (TJ), m (TJ), m (TC)","20,20,27",22,-13,Launch,Launch,-,
"f, F+3, 1+2","m, (KIN)",30,23,=+1,=+10,CS 18,-,
"f, F+4",m (TJ),27,15,-5~-4?,Launch,Launch,-,
"f, F+4",m (TJ),27,15,-6~-5,Launch,Launch,-,
"f, f, f+3 or 2+4+3",m (TJ),40,22,=+9~+10g,KND,KND,-,
"f, n, d, d/f+1",m,27,17,-15~-14,Launch,Launch,-,
"f, n, d, d/f+1, 1+2","m, (KIN)",27,17,-7~-6,Launch,Launch,-,
"f, n, d, d/f+2",m (TC)?,,14,-14,=+5?k,SCD,-,Tail spin
FC+1,Sm (TC),6,10,-5,=+6,=+6,-,
FC+2,Sm (TC),10,11,-4,=+7,=+7,-,
FC+d or d/f+3,l (TC),16,16,-17,-3,-3,-,
FC+d/b or d+4,l (TC),13,12,-15,-4,-4,-,
FC+d/b+3,l (TC),13,18,-25~-24,-14~-13,-14~-13,-,
"FC+D/F+1 FC+d/b, b+1",l!,16,25,KND,KND,KND,-,
FC+d/f+4,l (TC),20,18,-21,=+4?s,KND,-,
FLE 1,(Special),,0,,,,-,
FLE 1+2,h,21?,18,-8~-7,Launch (JG?),Launch (JG?),-,
FLE 2,l (TC),27,24,-13~-9,KND,KND,-,
FLE 3 or 4,(Special) (TJ)(FLE),,0,,,,-,
FLE 3+4,m (TC),33,25,-12,Launch,Launch,-,
FLE d,(Special) (TC)(FLE),,0,,,,-,
FLE d/b (Cancel),(FLE),,16,,,,-,
FLE d/b or d or d/f+3+4,(Special) (TC)(FLE),,0,,,,-,
FLE f or b (to WFL),(Special) (TJ)(WFL),,0,,,,-,
"FLE f, f","m (TJ) x 5, (FLE)","4,4,4,4,4,2",8,=+6,=+17,=+17,-,
"FLE f, f (Second hit miss)","m (TJ) x 4, (FLE)","4,4,4,4,2",8,-3,=+8,=+8,-,
FLE u+3+4,m (TJ),40,38,=+3~+4,KND,KND,-,
"FLE u+3+4, Any button","m (TJ), (Special)",40,38,-9~-8,KND,KND,-,
FLE u/b or u or u/f,"! (TJ), (FLE)",28,30,KND,KND,KND,-,
FLE u/b or u or u/f+1+2,(Special) (TJ)(DGF),,0,,,,-,
Grounded face up 3+4,(Special) (TC)(IND),,0,,,,-,
in rage b+1+2,m,,20,–,KND,KND,-,
"in rage f, n, d, d/f+1+2",m (TC)?,,14,=+2?,SCD,SCD,-,"Rage art, Tail spin"
in rage u/b+1+4,Attack returned,,20,–,KND,KND,-,Rage art
IND n (to INS),(Special) (TC)(INS),,0,,,,-,
INS 1,! (TJ)(INS),20,53,0 OC,0 OC,0 OC,-,
INS 1+2,(Special) (TJ)(FLE),,0,,,,-,
INS 2,m(INS),9,39,-9~-8,=+2~+3,=+2~+3,-,
INS 3,m (TJ)(INS),20,32,-31~-25,KND,KND,-,
INS 3+4* D or b or f or u,(INS),,0,,,,-,
"INS 3, 3+4","m (TJ), m (TJ)(INS)","20,27",32,-13,Launch,Launch,-,
INS 4,l (TC)(INS),20,18,-21,=+3? OC,KND,-,
INS B or F,(INS),,0,,,,-,
INS u+1+2,(Special) (TJ)(INS),,0,,,,-,
KIN 1,m,13,17,-12,-1,-1,-,
KIN 1+2,mmmm (TJ),"5,5,5,32",12,-6~-4,KND,KND,-,
"KIN 1, 1","m, mm","13,6,20",17,-12,=+4s,=+4s,-,
"KIN 1, 1, 2+3","m, mm, (NSS)","13,6,20",17,-28,-12 OC,-12 OC,-,
KIN 2,m,20,21,-14,Launch(JG?),Launch(JG?),-,
"KIN 2, 1+2","m, m","20,40",21,-18~-17 OC,KND,KND,-,
"KIN 2, 1+2*","m, m","20,40",21,-1~0,KND,KND,-,
KIN 3,l (TJ),22,25,-16~-9,KND,KND,-,
KIN 4,h,28,16,0,KND,CS,-,"Homing, Tail spin"
"KIN 4, 1+2","h, (KIN)",28,16,=+3,KND,CS,-,"Homing, Tail spin"
"KIN 4, 3+4","h, (MED)",28,16,-3,KND,CS,-,"Homing, Tail spin"
KIN b+1+2,!,30?,45,CS,CS,CS,-,
KIN D (Cancel),(KIN),,39,,,,-,
KIN F,(Special) (TC)(KIN),,39,,,,-,
KIN f+2,h,33,12,-13,KND,SCD,-,
KIN Returns high or mid attacks,Attack returned(mm (TJ)),"13,16",39,=+4~+5s,KND,KND,-,
KIN u+1+2,(Special) (TJ)(KIN),,0,,,,-,
MED 1+2,!,13,30,CS,CS,CS,-,
MED 1+4,!,"81(,22)",30,CS,CS,CS,-,
MED 2+3,h(Throw),22,38,,Throw(0),,-,
"MED 2+3, F",h(Throw),-26,38,,Throw(0),,-,
MED 2+4 or MED 1+3,h(Throw),35,12,Throw,Throw,Throw,-,
MED 3 (Opponent behind),m (TJ),20,29,=+3~+12,KND,KND,-,
MED 3 (Opponent in front),m (TJ),20,17,-14~-3,Launch (JG?),Launch (JG?),-,
MED 3+4,(MED),,0,,,,-,
"MED f or b,",(MED),,0,,,,-,
NSS 1,h,9,10,=+1,=+8,=+8,-,
NSS 1+2+3,h,33,22,-18,KND,KND,-,
NSS 1+4 or FC+1+2,"m, (Special)",28,8,-16~-15,CS,CS,-,
"NSS 1, 2","h, m","9,10",10,-13~-12,-2~-1,-2~-1,-,
"NSS 1, 2, 1","h, m, m","9,10,8",10,-12,-1,-1,-,
NSS 2,h,13,10,-1,=+5,=+8,-,
NSS 2+3,(Special),,50,,,,-,
"NSS 2, 1","h, hh","13,6,13",10,-12,KND,KND,-,
NSS 3,h,20,12,-9,=+5,KND,-,
NSS 4,h,22,15,-11,0,KND,-,
NSS 4~1,"m, (Special)",28,8,-16~-15,CS,CS,-,
NSS b+1,h,12,17,=+1,=+7,=+12,-,
NSS b+2,m,16,14,-9,=+2,=+2,-,
NSS b+2,m,16,15,-9,=+2,=+2,-,
"NSS b+2, 2","m, h","16,24",14,-10,0,KND,-,
NSS b+3 (SSL),(Special),,15,,,,-,
NSS b+4 (SSR),(Special),,15,,,,-,
"NSS b, B+1+4",!,54,65,KND,KND,KND,-,
"NSS b, B+1+4, B (Cancel)","(Special), m",28,47,-15,CS,CS,-,
NSS BT 1,h,21,15,-6,=+5,=+5,-,
NSS BT 1+2,h,20,8,-8,=+3,=+3,-,
NSS BT 2,h,24,16,-4,=+k,SCD,-,Tail spin
NSS BT 3,m (TJ),27,24,-3~-2,KND,KND,-,
NSS BT 4,h,33,10,-8,KND,KND,-,
NSS BT d or d/f+2,Sm,13,10,-2,=+9,=+9,-,
NSS BT d+4 or d+3,l,16,10,-8,=+3,=+3,-,
NSS BT d/b or d or d/f+1,l (TC),20,17,-13,=+3,=+3,-,
NSS BT d/b+2,m,10,15,-5,=+6,=+6,-,
NSS d+1,m,20,24,-7~-6 OC,0~+1 OC,KND,-,
NSS d+1+2 or d+3+4 (to IND),(IND),,48,,,,-,
NSS d+1+4,(Special),,24,,,,-,
NSS d+2,m (TC),16,16,-9~-8,0~+1,0~+1,-,
"NSS d+2, 1","m (TC), h","16,22",24,–,=+k,,-,Tail spin
NSS d+3,l (TC),16,15,-18~-17,-4~-3,-4~-3,-,
NSS d+4,l (TC),9,12,-13,-2,-2,-,
NSS d/b+1,Sm (TC),6,11,-5,=+6,=+6,-,
NSS d/b+2,m,10,15,-5,=+6,=+6,-,
NSS d/b+3,l (TC),13,18,-25~-24,-14~-13,-14~-13,-,
NSS d/b+3+4j,l (TC),16,16,-17,-3,-3,-,
NSS d/b+4,l,18,17,-12,-1,-1,-,
NSS d/f+1,m,18,13,-4,=+5,=+5,-,
NSS d/f+2,m,17,15,-7~-6,Launch (JG?)(+4),Launch (JG?),-,
NSS d/f+3,m,13,17,-4~-3,=+4~+5,=+4~+5,-,
NSS d/f+3,m,13,17,-4~-3,=+4~+5,=+4~+5,-,
"NSS d/f+3, 1","m, m","13,16",17,-5,=+5 OC,KND,-,
NSS d/f+4,m,20,12,-9,=+4,=+4,-,
NSS f+1,h,9,10,=+1,=+8,=+8,-,
NSS f+1+2,m (TC),33,16,-13~-12,=+4~+5,KND,-,
NSS f+2,h,24,17,-4,=+k,SCD,-,Tail spin
NSS f+3,h,32,16,-10,KND,KND,-,"Homing, Tail spin"
NSS f+3+4,m,27,21,-14~-10?,KND,KND,-,Power crush
NSS f+4,m,33,18,-9,KND,KND,-,
"NSS f, F+1",h,9,10,=+1,=+8,=+8,-,
"NSS f, F+1+4",(Special),,0,,,,-,
"NSS f, F+2",m,24,15,-10,=+3(Throw),=+?(Throw),-,
"NSS f, F+3",m,33,23,-5,=+4,CS 12,-,
