Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
Grounded face up 1+2,(Special) (TJ),,22,,,,-,
"Grounded face up 1+2, 3+4","(Special) (TJ), m (TJ)",35,22,-10~-9,KND,KND,-,
in rage b+1+2 in rage WS+b+1+2 in rage DES b+1+2,"h x 6, (DES)",55,13,=+1,KND,KND,-,Rage art
in rage f+2+3,m (TJ)m,"12,25",16,0~+1,SPD,SPD,-,"Rage art, Tail spin"
"in rage f+2+3, 3+4","m (TJ)m, (SBT)","12,25",16,=+5~+6,SPD,SPD,-,"Rage art, Tail spin"
"in rage f+2+3, f+3+4","m (TJ)m, (DBT)","12,25",16,=+5~+6,SPD,SPD,-,"Rage art, Tail spin"
Opponent Down d/b+1+2,l(On grounded opponent),20,24,-14,KND,KND,-,
SBT 1,m,12,13,-15~-14,0~+1,0~+1,-,
"SBT 1, 2","m, m","12,13",13,-9~-8,=+2~+3,=+7~+8s,-,
"SBT 1, 2, 1","m, m, m","12,13,7",13,-20~-19,-12~-11,-12~-11,-,
"SBT 1, 2, 1 , 3+4","m, m, m, mm","12,13,7,5,28",13,-18,KND,KND,-,
"SBT 1, 2, 1 , 3+4, 1+2","m, m, m, mm, (DES)","12,13,7,5,28",13,-18~-17,KND,KND,-,
SBT 2,m,25,16,-8~+3,KND,KND,-,
"SBT 2, 1+2","m, (DES)",25,16,-8~+3,KND,KND,-,
SBT 3,l,17,16,-14~-10,=+4~+8s,KND,-,
SBT 4,m,"22(,5)",18,-27~-26,Launch,Launch,-,
SS+1,h,7,10,=+1,=+8,=+8,-,
SS+2,h,10,12,-6,=+5,=+5,-,
SS+3,m,12,14,-12~-11,-1~0,-1~0,-,
SS+4,l,15,24,-12~-11,=+2,=+7~+8,-,
SS+4,l,15,24,-12~-11,-1~0,=+7~+8,-,
"SS+4 , 1+2","l, h x 3 (TJ), m (TJ)","15,5*4",15,-10~-9,=+8~+9,=+8~+9,-,
u or u/f+3+4,m (TJ),28,38,0~+3,KND,KND,-,
u or u/f+4,m (TJ),10,15,-15~-14,-4~-3,-4~-3,-,
u/b or u or u/f+1,m (TJ),12,18,-8,=+3,=+3,-,
u/b or u or u/f+2,h,17,15,-12~-11,=+9~+10g,=+9~+10g,-,
u/b or u or u/f+3,m (TJ),15,20,-52~-51,-24~-23 (SH),-24~-23 (SH),-,
u/b or u or u/f+3,m (TJ),15,20,-57~-56,-29~-28 (SH),-29~-28 (SH),-,
u/b+3+4,m (TJ),25,37,=+2~+4s,KND,KND,-,
"u/b+3+4, 1+2 or BT 3+4, 1+2","m (TJ), m?","25,20",37,-14~-13,Launch,Launch,-,
u/b+4,m (TJ),10,17,-9~-8,=+7~+8,=+7~+8,-,
"u/f+3, 2","m (TJ), m (TJ)","15,30",17,-14~-9,KND,KND,-,
"u/f+3, 3+4","m (TJ), (Special) (TJ)(SBT)",15,17,-29~-28,-3~-2 (SH),-3~-2 (SH),-,
"u/f+3, f+3+4","m (TJ), (Special) (TJ)(DBT)",15,17,-29~-28,-3~-2 (SH),-3~-2 (SH),-,
"u/f+4, 4","m (TJ), m","10,10",17,-13~-11s,BU,BU,-,
WR+1+2,m (TJ),24,18,-3~+15,KND,KND,-,
WS+1,m,12,13,-12~-11,-1~0,-1~0,-,
WS+1+2,m,20,20,-8~-7,KND,KND,-,Homing
"WS+1+2, * (three spins)",m,28,39,0~+1,AZUD,AZUD,-,Homing
"WS+1+2, * (two spins)",m,24,28,-4~-3,KND,KND,-,Homing
"WS+1, 2","m, h","12,9",13,-5~-4,=+6~+7,=+6~+7,-,
"WS+1, 2, 3","m, h, m","12,9,23",13,-10~-9,Launch,Launch,-,
"WS+1, 2, 3, 1+2","m, h, m, (DES)","12,9,23",13,-10~-9,Launch,Launch,-,
WS+2,m,24,17,-13~-12,Launch,Launch,-,
"WS+2, 3+4","m, (Special) (TJ)(SBT)",24,17,-7~-6,Launch,Launch,-,
"WS+2, f+3+4","m, (Special) (TJ)(DBT)",24,17,-7~-6,Launch,Launch,-,
WS+3,"m, (Special)",18,19,-135~-134,-126~-125,-126~-125,-,
WS+3,"m, (Special)",18,19,-137~-136,-126~-125,-126~-125,-,
"WS+3, 3",m,22,13,0~+1,KND,KND,-,Tail spin
"WS+3, 3 (one spin)",m,20,13,-10~-9,=+11kg,KND,-,Tail spin
"WS+3, 3, B (Cancel)","m, (Special)",18,19,-14~-13,-1~0,-1~0,-,
"WS+3, d+3",l (TC),20,30,-12~-11,KND,KND,-,
WS+4,m,15,11,-5~-4,=+6~+7,=+6~+7,-,
