Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
"f+2, 4","h, m","16,24",19,-7~-6,KND,uKZD,-,
f+3,m,11,20,-6,=+2,=+2,-,
"f+3, D/F","m, (Special)",11,20,-1,=+7,=+7,-,
"f+3, 2","m, h","11,20",20,-9~-8,KND,KND,-,Tail spin
"f+3, 3","m, m(, (throw))","11,14(,20)",20,-12,Throw(KND),Throw(KND),-,
"f+3, 3","m, m","11,14",20,-12~-9,-1~+2s,=+4~+7s,-,
f+4,h,16,14,-7~-6,=+4~+5,=+4~+5,-,
"f+4, 4","h, h","16,14",14,-11~-10,0~+1,Launch (JG?),-,
"f+4, 4, 3","h, h, h","16,14,20",14,-5~-4,KND,KND,-,
"f+4, d+4","h, l","16,12",14,-12,=+3s,=+3s,-,
f+1+2,h,20,17,-9~-8,KND,KND,-,Tail spin
d/f+1,m,13,13,-2,=+7,=+7,-,
"d/f+1, 4","m, h","13,23",13,-7~-6,KND,KND,-,
d/f+2,m,14,15,-12~-11,Launch (JG?),Launch (JG?),-,
d/f+3 (Close),"m(, (throw))","16(,20)",17,-6,Throw(KND),Throw(KND),-,
d/f+3,m,16,17,-6~-3,=+5~+8s,=+10~+13s,-,
d/f+4,m,14,12,-9,=+2,=+2,-,
d/f+1+2 or FC+d/f+1+2,(Special)(lReturns move),20～,12,,Attack returned(KND),,-,
d/f+3+4,m,23,22,-7~-5,=+12~+14,=+12~+14,-,Tail spin
d+1,m,18,18,=+1~+2s,=+8~+9s,KND,-,
d+2,l (TC),17,18,-13~-12,0s,=+13~+14g,-,
d+3,l,13,17,-14~-13,-3~-2,0~+1s,-,
"d+3, 4","l, m","13,18",17,-11,=+5,=+23g(KND),-,
d+4,l,12,15,-15~-14,-9~-8,-4~-3,-,
"d+4, 1","l, h","12,8",15,-11~-10,=+5~+6,=+5~+6,-,
"d+4, 1, 3","l, h, h","12,8,21",15,-16~-15,KND,KND,-,
"d+4, 4","l, h","12,23",15,-15~-14,KND,KND,-,
d/b+2,m,12,14,-7~-6,=+4~+5,=+4~+5,-,
"d/b+2, 1","m, m","12,10",14,-10~-9,=+1~+2,=+3~+4,-,
"d/b+2, 1, 2","m, m, m","12,10,20",14,-14,uKZD,uKZD,-,
d/b+3 (Close),l (TC),21,27,-26?,KND,Throw(KND),-,
d/b+3,l (TC),14,27,-26?,-5?,KND,-,
d/b+3~1+2,l(Throw),45,38,,Throw(KND),,-,
b+1,m,14,17,-10,=+1,=+1,-,
"b+1, 2","m, m","14,18",17,-13~-12,=+9~+10k,KND,-,Tail spin
b+2,m,14,15,-3,=+8,=+8,-,
"b+2, 1","m, h","14,11",15,-5~-3,=+6~+8,=+6~+8,-,
"b+2, 1, 3","m, h, l (TC)","14,11,24(,30)",15,-26,KND,Throw(KND),-,
"b+2, 1, 3 (Far)","m, h, l (TC)","14,11,16",15,-26,-7~-5,KND,-,
"b+2, 1, 3~1+2 (Cancel)","m, h, l(Throw)","14,11,45",15,,Throw(KND),,-,
"b+2, 1, 3~1+2, d (Cancel)","m, h, (Special)","14,11",15,-36~-34,-25~-23,-25~-23,-,
b+3,h,17,14,-9~-8,=+11~+12kg,=+11~+12kg,-,"Homing, Tail spin"
b+4,m,15,15,-4,=+7,=+7,-,
"b+4, 2","m, m","15,15",15,-7,=+4s,=+5s,-,
"b+4, 2, D","m, m","15,15",15,-7,=+4s,=+5s,-,
"b+4, 2, 1","m, m, h","15,15,17",15,=+1~+2,=+5~+6,=+12~+13,-,
"b+4, 2, 1+2","m, m, m(Throw)","15,15,5",15,,Throw(KND),,-,
"b+4, 2, 1+2, 1 or 2 or 3 or 4 (Cancel)","m, m, (Special)","15,15",15,-50,-39s,-38s,-,
"b+4, 3","m, h","15,22",15,-9~-8,KND,KND,-,Tail spin
b+1+2,m,26,22,=+6~+7,KND,KND,-,
b+3+4,h(Absorbs 1 h/m hit),22,28,-2~-1,KND,KND,-,
b+2+3,!,60,63,KND,KND,KND,-,
u/b+2,h,18,20,-5,=+9,CS,-,
u/f+1,h,20,15,-9,KND,KND,-,
u or u/f+2,m (TJ),20,30,-5~-4,KND,KND,-,
u/f+3,m (TJ),16,17,-7~-3,KND,KND,-,
u/b+4,m (TJ),21,22,-17~-16,KND,KND,-,
u+4,m (TJ),21,22,-13~-12,KND,KND,-,
u/f+4,m (TJ),21,22,-9~-8,KND,KND,-,
u/f+3+4,"h(Throw)?, (TJ)",42,38,,Throw(KND),,-,
"f, F+2",m,20,15,-12~-11,KND,KND,-,
"f, F+2~1+2",h(Throw),40,43,,Throw(KND),,-,
"f, F+3",h,35,21,=+5~+7,KND,KND,-,"Homing, Tail spin"
"f, F+4",m,21,26,-1~+1,=+3~+5s,KND,-,
qcb+2,m,23,26,-15~-14,Launch (JG?),Launch (JG?),-,
"f, f, f+2",m,25,15,=+6~+8,KND,TFU,-,
"f, f, f+4","m(, (throw))","25(,25)",20,-7~-6,Throw(KND),Throw(KND),-,
WR+3,"l(, (throw))","20(,20)",17,-15,Throw(KND),Throw(KND),-,
WR+3 (Far),l,20,17,-15~-14,KND,KND,-,
WS+1,m,12,12,-3~-2,=+4~+5,=+4~+5,-,
"WS+1, 2","m, h","12,18",12,-7~-6,=+10~+11kg,KND,-,Tail spin
"WS+1, 3","m, m","12,20",12,-15~-14,KND,KND,-,Wall bounce
WS+2,m,15,15,-12~-11,Launch (JG?),Launch (JG?),-,
WS+3,m,21,16,-9~-8,KND,KND,-,Wall bounce
WS+4,m,15,11,-5~-4,=+6~+7,=+6~+7,-,
WS+1+2,m,28,12,-14~-13,KND,KND,-,
SS+2,m,16,20,-10~-9,-4~-3,=+1~+2,-,
"SS+2, 3","m, h(, (throw))","16,17(,20)",20,-9,=+5,Throw(KND),-,
"SS+2, 1+2","m, hm","16,8,12",20,-4~-3,=+2~+3s,=+2~+3s (+8~+9s),-,
"SS+2, 1+2, 4","m, hm, h","16,8,12,28",20,-10~-9,CS,CS,-,
"SS+2, 1+2, 1+2","m, hm, m(Throw)","16,8,12,5",20,,Throw(KND),,-,
"SS+2, 1+2, 1+2, 1 or 2 or 3 or 4 (Cancel)","m, hm, (Special)","16,8,12",20,-51~-50,-45~-44s,-45~-44s (-39~-38s),-,
SS+3+4,(Special) (TC),,22,,,,-,
BT d+3,m,20,16,-11,KND,KND,-,
Face down Grounded 1+2,(Special),,20,,,,-,
"Face down Grounded 1+2, 1+2","(Special), m(Throw)",5,30,,Throw(KND),,-,
Opponent Down d+3+4,On grounded opponent(l),19,24,-11,0,0,-,
qcf,(Special),,24,,,,-,
qcf+1,h,20,15,-3~-2,CS,CS,-,
qcf+2,m,25,18,-14,Launch (JG?),Launch (JG?),-,
qcf+3,l (TC),"17(,20)",17,-15,-6,Throw(KND),-,
qcf+3 (Far),l (TC),17,17,-14~-13,-5~-4,KND,-,
qcf+4,m,"23,(10)",17,-10~-9,Throw(KND),Throw(KND),-,
"qcf+4 When hit 1, 3, 4, 2",Chained,"25,10,20",17,,Throw(KND),,-,
"qcf+4 When hit 2, 4, 3, 1",Chained,"25,10,20",17,,Throw(KND),,-,
qcf+1+2,m,28,12,-15~-14,KND,KND,-,
f+1,h,7,10,=+1,=+8,=+8,-,
d+1,m,18,18,0~+1s,=+7~+8s,KND,-,
d+3,l,13,17,-16~-15,-4~-3,0~+1s,-,
d/b+1,Sm (TC),5,10,-5,=+6,=+6,-,
d/b+4,l (TC),7,12,-13,-2,-2,-,
u/b or u+1 or u/f+1+2,m (TJ),12,18,-8,=+3,=+3,-,
u/b+3,m (TJ),16,17,-17~-13,-6~-2,-6~-2,-,
u+3,m (TJ),16,17,-13~-9,KND,KND,-,
"u/f, n+4",m,25,23,-11(-13),Launch (JG?),Launch (JG?),-,
FC+1,Sm (TC),5,10,-5,=+6,=+6,-,
FC+2,Sm (TC),8,11,-4,=+7,=+7,-,
FC+3,l (TC),12,16,-17,-3,-3,-,
FC+4,l (TC),10,12,-15,-4,-4,-,
SS+1,h,7,10,=+1,=+8,=+8,-,
SS+3,m,10,15,-9~-8,=+2~+3,=+2~+3,-,
SS+4,h,15,12,-9,-1,=+7,-,
BT 1 or 2,h,15,8,-8,=+3,=+3,-,
BT 3 or 4,h,25,10,-8,KND,KND,-,
BT d+1 or 2,Sm,10,10,-2,=+9,=+9,-,
BT d+4,l,12,10,-11,=+3,=+3,-,
