Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
u/b or u or u/f+2,"h(, Sm)","12(,20)",14,-14,KND,KND,-,
u/b+3,m (TJ),16,15,-20~-19,-9~-8,-9~-8,-,
u/b+4,m,11,15,-15~-14,-4~-3,-4~-3,-,
u/f+3,m (TJ),20,28,-12~-11,KND,KND,-,
"u/f+3, 4","m (TJ), m (TJ)","20,12",28,-7~-6,KND,KND,-,
"u/f+3, 4, 1","m (TJ), m (TJ), m","20,12,24",28,-11~-6,-5~0s,-5~0s,-,
"u/f+3, 4, 3","m (TJ), m (TJ), m","20,12,17",28,-11~-10,=+8~+9k,=+8~+9k,-,Tail spin
u/f+4,m,13,15,-13~-12,Launch (JG?),Launch (JG?),-,15f punish
"u/f, n+4",m (TJ),25,23,-11(-13),Launch (JG?),Launch (JG?),-,
WS+1,m,12,12,-4~-3,=+7~+8,=+7~+8,-,
"WS+1, 2","m, m","12,23",12,-13~-12,KND,KND,-,12f WS punish
WS+2,m?,20,18,-12~-11,Launch (JG?),Launch (JG?),-,18f WS punish
WS+3,m,20,15,-11~-10,KND,KND,-,
WS+4,m,13,11,-3~-2,=+8~+9,=+8~+9,-,
"WS+4, 4","m, h","13,16",11,-6~-5,=+13~+14kg,=+13~+14kg,-,11f WS punish
