Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
"d/f+1, 1, 2","m, h, m","13,9,22",14,-9~-8,KND,KND,-,
"d/f+1, b","m, (Special)",13,14,=+3,=+9,=+9,-,
d/f+2,m,13,15,-8~-7,Launch (JG?) (+3a),Launch (JG?),-,
d/f+3,m,14,16,-9,=+2,=+2,-,
d/f+3,m,14,16,-9,=+2,=+2,-,
"d/f+3, 4","m, m","14,17",16,-10~-9,=+6~+7,FS (+6~+7),-,
"d/f+3, 4*","m, m","14,25",16,-6~-5,FS (+6~+7),FS (+6~+7),-,
d/f+4,m,21,19,-1~0,=+9~+10,KND,-,
f+1+2,m,22,20,=+3~+4s,=+8~+9s,KND,-,
f+1+4,m,21,21,-14~-12,KND,KND,-,
f+2,h,10,12,0,=+6,=+6,-,
f+2,h,10,12,0,=+6,=+6,-,
"f+2, 3","h, h","10,16",12,-11~-10,=+5~+6,=+5~+6,-,
"f+2, 3, 1","h, h, m","10,16,22",12,-12,KND,=+19,-,
f+3,h,30,16,-16,KND,KND,-,
f+4,h,17,12,-7,=+7,Launch (JG?),-,
"f, F+2",m,14,15,-17~-15,-7~-5,-7~-5,-,
"f, F+2, 1","m, m","14,20",15,-12,KND,KND,-,
"f, F+2, 1, B (Cancel)","m, (Special)",14,15,-21~-19,-11~-9,-11~-9,-,
"f, F+2, 2","m, l (TC)","14,21",15,-19~-17,Launch,Launch,-,
"f, F+2, 2, B (Cancel)","m, (Special) (TC)",14,15,-28~-26,-18~-16,-18~-16,-,
"f, F+2:1","m, h","14,24",15,-4,KMeD,KMeD,-,
"f, F+3",m (TJ),14,15,-17~-16,Launch (JG?),Launch (JG?),-,
"f, F+3, 4","m (TJ), m (TJ)","14,15",15,-16~-15,Launch (JG?),Launch (JG?),-,
"f, F+3, 4, 4","m (TJ), m (TJ), h","14,15,25",15,-5~-3,KND,KND,-,
"f, F+3, 4, d or d/b+4","m (TJ), m (TJ), l (TC)","14,15,15",20,-17~-16,-6~-5,-6~-5,-,
"f, F+3, 4, f or d/f+4","m (TJ), m (TJ), m","14,15,18",15,-14~-12,KND,KND,-,
"f, F+4",m (TJ),20,23,-5~+6,KND,KND,-,
FC+1,Sm (TC),5,10,-5,=+6,=+6,-,
FC+3,l (TC),12,16,-17,-3,-3,-,
FC+4,l (TC),10,12,-15,-4,-4,-,
FC+d/b or d+2,Sm (TC),8,11,-4,=+7,=+7,-,
FC+d/f+1+2,l (TC),20,32,-12~-11,KND,KND,-,
FC+d/f+2,m,14,14,-17~-16,-7~-6,-7~-6,-,
in rage 1+2,m,"55(10,45)",20,-22,KND,KND,-,Rage art
"in rage 1+2, b",m,20,20,-22,TSU,TSU,-,Rage art
in rage qcf+1+2,m,40(60),12,=+3(wl+9),KND,KND,-,Rage drive
"Opponent Down, d+2",l(On grounded opponent),16,18,-12,=+4,=+4,-,
qcb,(Special),,19,,,,-,
qcb+1,m,24,21,0~+1s,KND,KND,-,
qcb+1+2,m?,22,18,-14~-13,Launch,Launch,-,
qcb+2,m,21(31),15,-8,KND,KND,-,
qcb+3,l (TC),14,18,-21~-20,-9~-8,KND,-,
"qcb+3, 2","l, m","14,20",18,-10~-9,=+6~+7,=+6~+7,-,
"qcb+3, 2, 1","l, m, h","14,20,25",18,-10~-9,KMeD,KMeD,-,
"qcb+3, 2, 3","l, m, l","14,20,14",18,-13~-12,0~+1,KND,-,
qcb+4,h,28,15,=+1~+2,KND,CS,-,"Homing, Tail spin"
qcf,(Special),,18,,,,-,
qcf+1,h,21,16,-4~-3,YKU,YKU,-,
qcf+2,m,36,13,-17~-16,KND,KND,-,
qcf+2 (Close),m,54,13,-17~-16,KND,KND,-,
qcf+3,l (TC),17,18,-14~-13,0~+1,KND,-,
qcf+3+4,m (TJ),40,19,-9~-8,Launch,Launch,-,
"qcf, or d, d/f, n",,,19,,,,-,
SS+1,h,23,20,=+8,KND,KND,-,
SS+1+2,h,7,10,=+1,=+8,=+8,-,
SS+2,h,10(12),10,0,=+6,=+6,-,
SS+3,l,18,19,-12,=+4,=+12,-,
SS+3,l,18,19,-12,=+4,=+12,-,
SS+3+4,m,18,15,-7~-6,=+4~+5,=+4~+5,-,
SS+4,h,17,12,-7,=+7,Launch (JG?),-,
u+2,h,22,15,-12~-11,=+9~10g,=+9~10g,-,
u+3,m (TJ),13,15,-16~-15,Launch (JG?),Launch (JG?),-,
u+3,m (TJ),13,15,-16~-15,Launch (JG?),Launch (JG?),-,
u+4,m (TJ),20,15,-13~-11,KND,Launch (JG?),-,
u/b or u or u/f+1,m (TJ),12,18,-8,=+3,=+3,-,
"u/b or u or u/f+3, 4","m (TJ), m (TJ)","14,20",18,-13~-12,Launch (JG?),Launch (JG?),-,15f punish
u/b+3,m (TJ),12,15,-16~-15,Launch (JG?),Launch (JG?),-,
u/b+4,m (TJ),14,15,-19~-17,-8~-6,-8~-6,-,
u/f+2,m (TJ),35,34,=+9,KND,KND,-,Wall bounce
u/f+2,m (TJ),35,34,=+9,KND,KND,-,Wall bounce
u/f+3,m (TJ),14,15,-16~-15,Launch (JG?),Launch (JG?),-,
u/f+3,m (TJ),14,15,-16~-15,Launch (JG?),Launch (JG?),-,
u/f+4,m (TJ),13,15,-13~-11,Launch (JG?),Launch (JG?),-,15f WS punish
"u/f, n+4",m (TJ),25,23,-11(-13),Launch (JG?),Launch (JG?),-,
WS+1,m,12,10,-4~-3,=+7~+8,=+7~+8,-,
WS+2,m,20,15,-14~-13,Launch,Launch,-,16f WS punish
WS+3,m,16,13,-8~-7,=+3~+4,=+3~+4,-,
WS+3,m,16,13,-8~-7,=+3~+4,=+3~+4,-,
"WS+3, 2","m, h","16,21",13,-9~-8,KND,CS,-,13f WS punish
WS+4,m,18,11,-6~-5,=+5~+6,=+5~+6,-,10f WS punish
WS+4,m,18,11,-6~-5,=+5~+6,=+5~+6,-,"Tail spin, Homing"
