Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
"LFS u/f+3+4, 4","mh (TJ), m (TJ)(LFF)","10,8,13",1,-13~-12,=+1~+2,=+1~+2,-,
"LFS u/f+3, 4","m (TJ), m(LFF)","13,12",1,-8~-7,Launch (JG?),Launch (JG?),-,
"LFS u/f+3, 4, 3","m (TJ), m, h(LFF)","13,12,24",1,,KND,,-,
LFS u/f+4,m (TJ)(LFF),20,19,-14~-13,JG,JG,-,
RFF 1,h,10,10,0,=+6,=+6,-,
RFF 1+2,(LFF),b,14,,,,-,
"RFF 1, 1","h, m(LFF)","10,12",10,-9,=+2,=+2,-,
RFF 2,h,6,10,=+2,=+8,=+8,-,
"RFF 2, 1","h, h","6,10",10,0,=+6,=+6,-,
"RFF 2, 1, 1","h, h, m(LFF)","6,10,12",10,-9,=+2,=+2,-,
"RFF 2, 3","h, h(LFF)","6,20",10,-9~-7,=+2~+4,CS,-,
"RFF 2, 4","h, h(RFF)","6,12",10,-8,=+3,=+3,-,
"RFF 2, 4, 3","h, h, m","6,12,20",10,-15~-9s,KND,KND,-,
"RFF 2, 4, 4","h, h, h(LFF)","6,12,23",10,-5~-4,KND,KND,-,Tail spin
"RFF 2, 4, b or f","h, h, (RFS)","8,16",10,=+7,=+18g,=+18g (+14),-,
"RFF 2, 4, d or u","h, h, (RFS)","8,16",10,=+6,=+17g,=+17g (+13),-,
"RFF 2, b+4","h, h (TC)(LFF)","6,27",10,-9~-8,=+13kg,=+13kg,-,Tail spin
RFF 3,m(LFF),13,16,-4,=+7,=+7,-,
RFF 3+4,(LFF),,14,,,,-,
"RFF 3, 4","m, h, (RFS)","13,16",16,=+9~+10g,=+20~+21g,=+10~+11,-,
"RFF 3, F+4","m, h, (RFF)","13,16",16,-7~-6,=+4~+5,-6~-5,-,
RFF 3~4,h(LFF),35,27,=+4~+7y,KND,KND,-,"Homing, Tail spin, Power crush"
RFF 4,h(RFF),12,12,-8,=+3,=+3,-,
"RFF 4, 3","h, m, (Special)","12,20",12,-15~-9 OC,KND,KND,-,
"RFF 4, 4","h, h(LFF)","12,23",12,-5~-4,KND,KND,-,Tail spin
"RFF 4, b or f","h, (RFS)",12,12,=+7,=+18g,=+18g (+14),-,
"RFF 4, d or u","h, (RFS)",12,12,=+6,=+17g,=+17g (+13),-,
RFF b+2,m,17,16,=+2~+3,=+6~+7s,KND,-,
RFF b+3,h(LFF),20,13,-9~-8,=+2~+3,CS,-,
RFF b+4,h (TC)(LFF),36,18,-9~-8,=+13kg,=+13kg,-,Tail spin
RFF BT 3,m(LFF),20,14,-13~-11,Launch (JG?),Launch (JG?),-,
RFF BT 4,m(RFF),16,20,-9~-8,=+2~+3,=+2~+3,-,
"RFF BT 4, 3","m, m","16,20",20,-5~0,=+6~+11s (KND),KND,-,
RFF BT d+3,l (TC)(LFF),20,18,-13~-12,-2~-1,KND,-,
RFF d+4,l,19,19,-11,=+5,=+15g,-,
RFF d/b+3,l (TC),13,17,-11,-3,=+4,-,
"RFF d/b+3, 3","l, h(LFF)","13,28",17,-2~0y,KND,KND,-,Tail spin
RFF d/f+3,m(LFF),25,20,-11~-10,KND,KND,-,"Homing, Tail spin"
RFF d/f+4,m,12,13,-7,=+1,=+1,-,
"RFF d/f+4, b or f","m, (RFS)",12,13,=+7,=+15g,=+15,-,
"RFF d/f+4, d or u","m, (RFS)",12,13,=+6,=+14g,=+14,-,
RFF f+3,"h, (LFS)",21,14,=+12~+15g,=+23~+26g,=+23~+26g,-,
"RFF f+3, B",h(RFF),21,14,-11~-8,0~+3,0~+3,-,
RFF f+4,(Special),,35,,,,-,
RFF f+4~4,m,20,18,-12~-10,Launch (JG?),Launch (JG?),-,
"RFF f, F+3",m (TJ)(LFF),22,22,-6~-3s,KND,KND,-,
"RFF f, F+4",m(LFF),18,22,-17,-6,-6,-,
"RFF f, F+4, 3","m, h (TJ)","18,20",15,=+14~+17,KND,KND,-,
RFS 1,m(LFF),15,16,-2,=+9,=+9,-,
RFS 2,h(RFF),7,13,=+5,=+7,=+7,-,
RFS 3,"h (TJ), (LFS)",24,14,=+2~-4,KND,KND,-,
RFS 3+4,(LFS),,1,,,,-,
RFS 4,m(RFF),20,14,-14,KND,KND,-,
RFS b+3,m(LFF),21,16,-10~-9,JG,JG,-,
RFS b+4,m (TJ)(LFF),23,20,-12~-10,=+14kg,=+14kg,-,"Homing, Tail spin, Power crush"
RFS d+4,l(LFF),11,20,-31,-1~0 (KND),-1~0 (KND),-,
"RFS d+4, 3","l, m(LFF)","11,25",20,-14,KND,KND,-,
RFS d/b or d or d/f+3,l (TC)(LFF),12,28,-23,KND,KND,-,
RFS d/f+4,m(LFF),17,17,=+1~+3,=+8s~+10s,KND,-,
RFS f or b or u or d,(Special),,20,,,,-,
RFS f+3,m(LFF),17,16,-7~-5,=+1~+3,=+4~+6,-,
"RFS f+3, 4","m, h (TJ)(LFF)","17,26",17,=+3~+5,KND,KND,-,
RFS f+4,"hh, (RFS)","8,10",8,=+1,=+3,=+7,-,
"RFS f+4, 4","hh, h(RFF)","8,10,12",8,-6,Launch (JG?),Launch (JG?),-,
SS+1,h,7,10,=+1,=+8,=+8,-,
SS+2,h,9,10,0,=+8,=+9,-,
SS+3,m,15,18,-12~-11,-1~0,FS (+5~+6),-,
"SS+3, 3","m, h(LFS)","15,18",18,=+3~+4,=+14~+15g,=+14~+15,-,
SS+4,l(RFF),18,19,-13~-12,=+5~+6s,KND,-,
u+3,"h (TJ), (LFS)",33,20,=+3,uKZD,uKZD,-,
u+3+4,m (TJ),20,25,-7~-6,KND,KND,-,
u+4,"m (TJ), (RFS)",18,16,0~+2,=+11~+13g,=+11~+13,-,
u/b or u or u/f+1,m (TJ),12,18,-8,=+3,=+3,-,
u/b or u+2,h,17,15,-12~-11,=+9~+10g,=+9~+10g,-,
u/b+3,m,8,16,-14~-13,-3~-2,-3~-2,-,
"u/b+3, 3","m, h (TJ), (LFS)","8,15",17,=+3~+5,KND,KND,-,Tail spin
"u/b+3, 4","m, m, (RFS)","8,16",17,-4,=+12g,=+12g,-,
u/b+4,m (TJ),18,17,-8~-5,=+10~+13,=+10~+13,-,
u/f+2,m (TJ),22,26,=+5s,=+4s,KND,-,
u/f+3,m (TJ),15,28,-6~-5,KND,KND,-,
u/f+3+4,mh (TJ),"9,8",14,-10,=+1,=+1,-,
"u/f+3+4, 4","mh (TJ), m (TJ)","10,8,13",14,-13~-12,=+4~+5,=+4~+5,-,14f punish
"u/f+3, 4","m (TJ), m","15,14",14,-8,Launch (JG?),Launch (JG?),-,
"u/f+3, 4 (when second hit inputted)",m (TJ),15,14,-13~-12,KND,KND,-,
"u/f+3, 4, 3","m (TJ), m, h","15,14,25",14,,KND,,-,
u/f+4,"h (TJ), (RFS)",12,22,-2~-1,=+4~+5,=+4~+5,-,
"u/f+4, 4","h (TJ), m (TJ), (RFS)","12,12",15,0~+1,=+6~+7,=+6~+7,-,
"u/f+4, 4, 4","h (TJ), m (TJ), l, (RFS)","12,12,12",15,=+1~+2,=+7~+8,=+7~+8,-,
"u/f, n+4",m,25,23,-11(-13),Launch (JG?),Launch (JG?),-,
WS+1,m,12,10,-4~-3,=+7~+8,=+7~+8,-,10f WS punish
WS+2,m,15,15,-7~-6,=+4~+5,Launch (JG?),-,15f WS punish
WS+3,m,20,14,-7~-3,KND,KND,-,14f WS punish
WS+3+4,m(RFF),16,20,-9~-8,=+2~+3,=+2~+3,-,
"WS+3+4, 3","m, m","16,20",20,-5~0,=+6~+11s (KND),KND,-,
WS+4,m,12,11,-3~-2,=+8~+9,=+8~+9,-,
"WS+4, 4","m, m(RFF)","12,13",11,-5~-1,=+4~+8s,=+4~+8s,-,11f WS punish
