Command,Hit level,Damage,Active frame,Block frame,Hit frame,Counter hit frame,GIF,Notes
"d,d/f+1,2","M,M","14,25",11,-14,KND,KND,-,"NCC, Wall Break/Splat."
"d,d/f+1,3 (or d,d/f+1,4)",M,14,11,=+2,=+8,>+8,-,Enters Evasive Spin (CES).
d/b+1,M,17,19,-12,=+5,Launch,-,
d/b+2,M,13,15,-10,=+1,=+1,-,
"d/b+2,1","M,L","13,7",15,-11,-4,=+0,-,NCC.
d/b+3,L,12,16,-17,-6,-6,-,
d/b+4,L,11,15,-12,-1,=+4,-,
"d/b+4,1","L,M","11,21",15,-10,KND,KND,-,"NCC, Wall Break/Splat."
d/f+1,M,13,14,-5,=+1,=+1,-,Floor Break.
d/f+2,M,8,15,-9,=+2,=+2,-,
"d/f+2,1","M,M","8,12",15,-18,Launch,Launch,-,"NC, Wall Splat."
"d/f+2,3",M,8,15,-21,-10,-10,-,
"d/f+2,3~1","M,M","8,24",15,-3,KND,KND,-,"NC, Wall Break/Splat."
"d/f+2,3~2","M,M","8,20",15,-8,KND,Launch,-,
"d/f+2,3~4","M,L","8,17",15,-13,=+2,Launch,-,
"d/f+2,3~u/f+3+4","M,M,H","8,8,12",15,-16,Launch,Launch,-,
"d/f+2,4","M,H","8,18",15,-6,=+5,=+5,-,NC.
d/f+3,M,14,13,-7,=+4,=+4,-,
d/f+3+4,"SM,M","10,20",17,-7,=+9,=+9,-,NC.
"d/f+3,1+2","M,M","14,18",13,-13,KND,KND,-,"NC, Wall Break/Splat."
d/f+4,M,14,14,-10,=+1,=+1,-,
"d/f+4,2","M,M","14,10",14,-13,-2,-2,-,NCC.
"d/f+4,2,1","M,M,M","14,10,25",14,-14,KND,KND,-,"NCC, Wall Break/Splat."
"d/f+4,2,3","M,M,H","14,10,18",14,-5,KND,KND,-,"NCC, Tail Spin, Wall Break/Splat."
"d/f+4,2,b,F+1","M,M,M","14,10,30",14,-14,KND,KND,-,"NCC, Wall Break/Splat."
During Rage d/f+1+2,M,55,20,-22,KND,KND,-,Rage Art.
During Rage f+2+3,"M,M",44,15,=+2,KND,KND,-,"Rage Drive, Wall Break/Splat."
f+1+2,M,25,18,-14,KND,KND,-,"Power Crush, Wall Bounce."
"f+1+4 (,B to cancel)",!,30,67,Launch,Launch,Launch,-,"Unblockable, Wall Splat."
f+2,H,10,12,-2,=+7,=+7,-,
"f+2,1","H,H","10,14",12,-1,=+5,=+10,-,NC.
"f+2,1,2","H,H,M","10,14,18",12,-10,=+2,Launch,-,"(f+2),1,2 is NCC."
"f+2,1,3","H,H","10,14",12,-23?,-17?,-12?,-,
"f+2,1,3~1","H,H,H","10,14,24",12,-3,KND,KND,-,"(f+2),1,3~1 is NCC."
"f+2,1,3~2","H,H,M","10,14,20",12,-8,KND,Launch,-,
"f+2,1,3~4","H,H,L","10,14,17",12,-13,=+2,Launch,-,
"f+2,1,3~u/f+3+4","H,H,M,H","10,14,8,12",12,-16,Launch,Launch,-,
"f+2,4","H,M","10,16",12,-8,=+5,KND,-,NC.
f+3,-,,?,-,-,-,-,
f+3~1,H,24,12,-3,KND,KND,-,Wall Break/Splat.
f+3~2,M,20,16,-8,KND,Launch,-,Wall Break/Splat.
f+3~4,L,17,18,-13,=+2,Launch,-,
f+3~u/f+3+4,"M,H","8,12",24,-16,Launch,Launch,-,Wall Splat.
f+4,M,13,15,-10,=+3,=+3,-,
"f+4,1","M,M","13,23",15,-14,KND,KND,-,"NC, Wall Break/Splat."
"f,F+1",M,11,11,-2,=+4,=+7,-,
"f,F+1+2",M,27,13,-7,KND,KND,-,Wall Bounce.
"f,F+1,4","M,H","11,17",11,-4,=+15g,Launch,-,"NC, Tail Spin, Wall Break/Splat."
"f,F+2",M,23,18,-14,KND,KND,-,Floor Break.
"f,F+3",M,21,12,-14,KND,KND,-,Wall Break/Splat.
"f,f,f+1 (or WR+1)",H,28,12,=+4,KND,KND,-,Wall Break/Splat.
"f,f,f+2 (or WR+2)",M,15,14,-14,=+1,=+1,-,
"f,f,f+2,1 (or WR+2,1)","M,M","15,21",14,-13,KND,KND,-,"NC, Wall Break/Splat."
"f,f,f+3 (or WR+3)",M,30,23,=+0,KND,KND,-,Wall Break/Splat.
FC d/f+2,M,25,12,-14,KND,KND,-,Wall Break/Splat.
FC d/f+4,L,9,16,-14,-3,-3,-,
"FC d/f+4,3","L,M","9,23",16,-17,KND,KND,-,NC.
qcf+2,H,15,15,-8,Launch,Launch,-,Wall Splat.
Spin Behind 1+2,H,20,12,-,=+3,=+3,-,
SS+2,M,15,18,-5,=+3,=+28g,-,
SS+3,M,23,20,-6,KND,KND,-,Wall Break/Splat.
SS+3+4,"M,M","10,10",22,-21,Launch,Launch,-,
u/f+1,M,17,15,-8,=+4,Launch,-,
u/f+2 (or u+2 or u/b+2),H,17,15,-12,=+9,=+9,-,
u/f+3,M,18,15,-16,KND,KND,-,Wall Break/Splat.
u/f+3+4,M,30,35,-7~-13,Launch,Launch,-,
u/f+4,M,8,16,-8,=+4,=+4,-,
"u/f+4,3","M,M","8,8",16,-13,Launch,Launch,-,Wall Splat.
"u/f+4,3,1","M,M,M","8,8,25",16,-6,KND,KND,-,Wall Break/Splat.
"u/f,n,4",M,25,23,-18,Launch,Launch,-,
"U/F,n,4",M,25,23,-8,=+3,=+3,-,
WS+1,M,15,15,-13,Launch,Launch,-,Wall Splat.
WS+2,M,11,18,-17,-9,-6,-,
"WS+2,1","M,H","11,20",18,-4,KND,Launch,-,"NC, Tail Spin."
"WS+2,2","M,M","11,16",18,-16,KND,KND,-,"NC, Floor Break."
"WS+2,2,1+2","M,M,M","11,16,17",18,-16,KND,KND,-,"NC, Wall Break."
"WS+2,3 (or WS+2,4)",M,11,18,=+2,>+8,>+8,-,Enters Evasive Spin (CES).
"WS+2,hold 2","M,M","11,23",18,=+4,KND,KND,-,"NCC, Floor Break."
"WS+2,hold 2,1+2","M,M,M","11,23,17",18,-16,KND,KND,-,"NCC, Wall Break."
WS+3,M,21,14,-7,=+15g,KND,-,"Tail Spin, Homing, Wall Break/Splat."
WS+4,M,21,11,-15,KND,KND,-,
"WS+[1,2]",M,20,20,-9,KND,Launch,-,Wall Break/Splat.
